State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,PRAKASAM,2001,Rabi       ,Wheat,15.00,10.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Banana,511.00,8370.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Cashewnut,702.00,193.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Coconut ,202.00,2195568.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Coriander,2993.00,2317.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Sugarcane,287.00,23462.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Sweet potato,605.00,9829.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Tobacco,51549.00,57805.00
Andhra Pradesh,PRAKASAM,2001,Whole Year ,Turmeric,314.00,1357.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Arhar/Tur,54781.00,12271.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Bajra,10062.00,9378.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Castor seed,11040.00,1910.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Cotton(lint),24364.00,28377.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Dry chillies,11789.00,13805.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Groundnut,1711.00,1761.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Jowar,792.00,264.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Maize,6448.00,168.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Mesta,1.00,8.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Moong(Green Gram),25955.00,1376.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Niger seed,832.00,320.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Onion,123.00,1470.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Ragi,214.00,184.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Rice,19256.00,46927.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Sesamum,6279.00,276.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Small millets,634.00,432.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Soyabean,12.00,.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Sunflower,15013.00,16269.00
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Urad,1144.00,59.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Arhar/Tur,650.00,146.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Bajra,198.00,185.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Dry chillies,4474.00,6899.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Gram,67372.00,88325.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Groundnut,4925.00,6531.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Horse-gram,2105.00,779.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Jowar,8739.00,7009.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Maize,2230.00,11538.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Moong(Green Gram),2115.00,224.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Onion,88.00,1108.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,other oilseeds,92.00,114.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Ragi,3872.00,5676.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Rapeseed &Mustard,22.00,2.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Rice,46223.00,104325.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Sesamum,338.00,111.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Small millets,1738.00,626.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Urad,53538.00,17293.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Varagu,2000.00,1000.00
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Wheat,73.00,67.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Banana,538.00,10429.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Beans & Mutter(Vegetable),391.00,1970.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Bhindi,511.00,3629.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Bottle Gourd,7.00,.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Brinjal,558.00,7369.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Cashewnut,687.00,85.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Citrus Fruit,987.00,4383.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Coconut ,202.00,2267460.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Coriander,3841.00,2124.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Cucumber,444.00,.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Mango,5235.00,16046.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Orange,10581.00,187420.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Other Fresh Fruits,3069.00,11606.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Other Vegetables,1134.00,.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Papaya,721.00,94052.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Pome Fruit,395.00,1677.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Sugarcane,376.00,24440.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Sweet potato,425.00,4655.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Tobacco,58544.00,64818.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Tomato,4048.00,19694.00
Andhra Pradesh,PRAKASAM,2002,Whole Year ,Turmeric,183.00,981.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Arhar/Tur,78397.00,27125.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Bajra,26565.00,37324.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Castor seed,13736.00,4107.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Cotton(lint),35815.00,60675.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Dry chillies,14050.00,35027.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Groundnut,1414.00,1654.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Horse-gram,11.00,4.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Jowar,2293.00,6783.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Korra,626.00,681.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Maize,8664.00,14278.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Moong(Green Gram),34776.00,21805.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Niger seed,68.00,27.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Onion,37.00,540.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Ragi,81.00,109.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Rice,14621.00,41992.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Sesamum,25644.00,9078.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Small millets,872.00,848.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Soyabean,49.00,54.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Sunflower,19643.00,24570.00
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Urad,932.00,574.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Arhar/Tur,398.00,138.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Bajra,66.00,93.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Dry chillies,4391.00,10574.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Gram,78451.00,140427.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Groundnut,5793.00,10787.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Horse-gram,921.00,498.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Jowar,9566.00,17965.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Maize,1538.00,9142.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Moong(Green Gram),704.00,364.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Onion,58.00,638.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Other  Rabi pulses,26.00,5.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,other oilseeds,1090.00,
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Ragi,3459.00,5642.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Rapeseed &Mustard,3.00,1.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Rice,31497.00,79278.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Sesamum,575.00,117.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Small millets,653.00,349.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Urad,15531.00,13357.00
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Varagu,659.00,352.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Banana,82.00,794.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Beans & Mutter(Vegetable),155.00,1061.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Bhindi,330.00,2610.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Bottle Gourd,46.00,.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Brinjal,370.00,7033.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Cabbage,5.00,.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Cashewnut,698.00,187.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Citrus Fruit,1544.00,8119.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Coconut ,200.00,2369640.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Coriander,6061.00,4588.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Cucumber,331.00,.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Mango,5518.00,15192.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Orange,13608.00,204728.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Other Fresh Fruits,2772.00,12008.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Other Vegetables,972.00,.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Papaya,160.00,14530.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Pome Fruit,1758.00,3574.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Sugarcane,289.00,20521.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Sweet potato,317.00,2100.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Tobacco,58542.00,68824.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Tomato,4282.00,38638.00
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Turmeric,172.00,1061.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Arhar/Tur,80029.00,45456.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Bajra,17641.00,20958.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Castor seed,14679.00,4389.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Cotton(lint),42618.00,57660.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Dry chillies,16203.00,24742.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Groundnut,2082.00,2051.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Jowar,2063.00,1104.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Maize,6393.00,8145.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Moong(Green Gram),23256.00,5698.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Niger seed,126.00,49.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Onion,85.00,1442.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Ragi,81.00,80.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Rice,27435.00,95446.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Sesamum,52549.00,841.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Small millets,693.00,458.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Sunflower,29306.00,34374.00
Andhra Pradesh,PRAKASAM,2004,Kharif     ,Urad,997.00,481.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Arhar/Tur,68.00,39.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Bajra,148.00,176.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Dry chillies,3410.00,10339.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Gram,72599.00,110859.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Groundnut,6724.00,14544.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Horse-gram,823.00,333.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Jowar,5047.00,4280.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Maize,2906.00,13940.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Moong(Green Gram),281.00,114.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Onion,35.00,613.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Other  Rabi pulses,284.00,82.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Ragi,2529.00,4188.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Rapeseed &Mustard,10.00,1.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Rice,66134.00,220491.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Sesamum,36.00,8.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Small millets,453.00,227.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Sunflower,27871.00,33557.00
Andhra Pradesh,PRAKASAM,2004,Rabi       ,Urad,10834.00,5569.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Banana,89.00,1793.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Cashewnut,689.00,147.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Coconut ,202.00,2373274.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Coriander,1558.00,957.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Sugarcane,144.00,10717.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Sweet potato,215.00,2187.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Tobacco,61802.00,77556.00
Andhra Pradesh,PRAKASAM,2004,Whole Year ,Turmeric,89.00,719.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Arhar/Tur,81126.00,42024.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Bajra,16523.00,27015.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Castor seed,15008.00,3767.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Cotton(lint),20988.00,32717.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Dry chillies,8329.00,17349.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Groundnut,2339.00,2662.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Jowar,722.00,401.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Maize,2860.00,9058.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Moong(Green Gram),10316.00,6427.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Onion,23.00,431.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Other Kharif pulses,5.00,2.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Ragi,84.00,76.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Rice,54390.00,144351.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Sesamum,4784.00,1789.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Small millets,436.00,459.00
Andhra Pradesh,PRAKASAM,2005,Kharif     ,Urad,2478.00,852.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Bajra,159.00,260.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Dry chillies,1995.00,6843.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Gram,90384.00,175616.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Groundnut,7471.00,16952.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Horse-gram,813.00,293.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Jowar,2919.00,2855.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Maize,3134.00,20778.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Moong(Green Gram),434.00,279.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Onion,26.00,515.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Other  Rabi pulses,400.00,235.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Ragi,2849.00,5419.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Rice,95020.00,340932.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Safflower,7.00,2.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Sesamum,130.00,30.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Small millets,435.00,311.00
Andhra Pradesh,PRAKASAM,2005,Rabi       ,Urad,11919.00,5316.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Banana,90.00,1510.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Cashewnut,648.00,173.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Coconut ,123.00,1077384.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Coriander,1557.00,1101.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Sugarcane,89.00,6404.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Sunflower,27657.00,39408.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Sweet potato,245.00,3164.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Tobacco,61058.00,76996.00
Andhra Pradesh,PRAKASAM,2005,Whole Year ,Turmeric,149.00,934.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Arhar/Tur,34603.00,9377.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Bajra,9212.00,10760.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Castor seed,5999.00,2526.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Cotton(lint),20156.00,40786.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Dry chillies,13584.00,40643.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Groundnut,1568.00,862.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Jowar,619.00,460.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Maize,737.00,2314.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Mesta,22.00,193.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Moong(Green Gram),13923.00,4316.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Onion,27.00,453.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Ragi,30.00,28.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Rice,41191.00,124809.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Sesamum,20035.00,7152.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Small millets,383.00,408.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Soyabean,2.00,2.00
Andhra Pradesh,PRAKASAM,2006,Kharif     ,Urad,1698.00,650.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Arhar/Tur,76.00,21.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Bajra,266.00,311.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Dry chillies,5635.00,23177.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Gram,104508.00,203582.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Groundnut,5555.00,18248.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Horse-gram,548.00,277.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Jowar,2326.00,2410.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Maize,2728.00,17216.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Moong(Green Gram),591.00,258.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Onion,25.00,298.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Other  Rabi pulses,520.00,248.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Ragi,2252.00,4128.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Rapeseed &Mustard,7.00,
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Rice,79875.00,297215.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Safflower,10.00,4.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Sesamum,110.00,22.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Small millets,264.00,165.00
Andhra Pradesh,PRAKASAM,2006,Rabi       ,Urad,16436.00,11637.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Banana,95.00,1890.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Cashewnut,672.00,177.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Coconut ,100.00,1287287.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Coriander,1246.00,677.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Sugarcane,124.00,9854.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Sunflower,38937.00,33417.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Sweet potato,159.00,2487.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Tobacco,60299.00,62230.00
Andhra Pradesh,PRAKASAM,2006,Whole Year ,Turmeric,176.00,1035.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Arhar/Tur,82000.00,64000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Bajra,18000.00,37000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Castor seed,11000.00,7000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Cotton(lint),24000.00,71000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Dry chillies,16000.00,44000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Groundnut,2000.00,1000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Jowar,2000.00,3000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Maize,1000.00,3000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Moong(Green Gram),26000.00,11000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Rice,47000.00,173000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Sesamum,15000.00,8000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Small millets,1000.00,1000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Sunflower,3000.00,2000.00
Andhra Pradesh,PRAKASAM,2007,Kharif     ,Urad,3000.00,2000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Dry chillies,5000.00,14000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Gram,105000.00,135000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Groundnut,8000.00,17000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Jowar,2000.00,2000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Maize,4000.00,21000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Moong(Green Gram),2000.00,1000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Ragi,2000.00,3000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Rice,80000.00,287000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Sesamum,2000.00,
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Sunflower,36000.00,50000.00
Andhra Pradesh,PRAKASAM,2007,Rabi       ,Urad,13000.00,11000.00
Andhra Pradesh,PRAKASAM,2007,Whole Year ,Tobacco,57000.00,67000.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Arhar/Tur,68331.00,19884.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Bajra,12174.00,13744.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Castor seed,9071.00,6268.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Cotton(lint),40781.00,131459.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Dry chillies,13404.00,33577.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Groundnut,2395.00,218.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Jowar,401.00,1025.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Maize,1401.00,6226.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Moong(Green Gram),2948.00,2821.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Onion,115.00,1932.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Ragi,74.00,67.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Rice,47434.00,167774.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Sesamum,4053.00,2116.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Small millets,179.00,199.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Soyabean,21.00,29.00
Andhra Pradesh,PRAKASAM,2008,Kharif     ,Urad,3336.00,1211.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Arhar/Tur,5.00,1.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Bajra,54.00,61.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Dry chillies,4369.00,26581.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Gram,93681.00,164972.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Groundnut,7179.00,18917.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Horse-gram,98.00,37.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Jowar,4843.00,11328.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Maize,5743.00,30289.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Moong(Green Gram),202.00,153.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Onion,23.00,221.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Ragi,1502.00,2872.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Rice,83957.00,314503.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Sesamum,221.00,40.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Small millets,73.00,53.00
Andhra Pradesh,PRAKASAM,2008,Rabi       ,Urad,8815.00,5747.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Banana,452.00,9320.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Cashewnut,1060.00,339.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Coconut ,63.00,577778.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Coriander,2583.00,2469.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Sugarcane,251.00,20080.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Sunflower,39982.00,40780.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Sweet potato,204.00,4280.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Tobacco,81738.00,120504.00
Andhra Pradesh,PRAKASAM,2008,Whole Year ,Turmeric,329.00,2261.00
